question_id,accuracy
31482,0.9
3149932,1.0
3150,0.65
3150252,1.0
3151600,0.25
3153831,1.0
3154872,0.6
315880,0.85
3161061,1.0
3162140,1.0
316420,0.3
3164481,0.95
3164660,0.95
3166671,1.0
3167771,0.5
3171310,0.95
3174581,1.0
3181620,0.95
3183331,1.0
3191601,1.0
3211730,1.0
3220241,0.0
3220800,0.0
3238190,0.75
3248210,0.8
3248491,1.0
3256000,0.0
3262012,0.0
3262471,0.2
3263990,0.95
3266890,1.0
3268492,1.0
3271052,0.0
3273281,0.9
3278432,0.95
3278781,1.0
328431,1.0
3289351,0.0
3293510,0.95
3296340,1.0
3300250,1.0
330170,0.95
3309520,0.85
3313310,0.75
3322732,0.0
3327320,1.0
3332801,1.0
3336531,0.95
3340800,1.0
3348220,1.0
3355240,0.0
3365032,1.0
3367082,1.0
3374270,0.95
337610,1.0
3379511,1.0
3382142,0.55
3383571,0.8
33891,1.0
339981,0.35
3402760,1.0
3412860,0.7
3417140,0.0
3417180,0.95
3417242,0.65
3422962,1.0
3423230,0.0
3431590,0.95
3433070,1.0
3440512,0.75
3447822,1.0
3448572,0.95
3454291,1.0
3458701,0.85
3460841,0.0
3462741,0.95
3463992,0.95
3465110,0.95
3469261,0.1
3478492,0.8
3491640,1.0
3502341,0.3
3504970,0.9
3507011,1.0
3507060,0.95
351261,1.0
3514032,0.9
3519102,0.85
3531241,0.85
3533582,0.95
3537071,1.0
354220,1.0
3544802,1.0
3547912,0.55
3570690,0.8
3572421,1.0
3573420,0.55
3588680,0.85
3590992,1.0
3595192,0.95
3595480,1.0
3605890,0.9
3614690,1.0
361571,1.0
3621660,0.9
3654691,1.0
3664800,0.8
3671112,1.0
3674620,1.0
3676142,0.95
3678731,1.0
3680241,1.0
3685640,1.0
3687380,1.0
3701930,0.75
3703050,1.0
3716481,0.9
3716822,0.95
3724042,0.9
3726730,1.0
3727750,1.0
3732392,0.9
3738952,1.0
3740230,1.0
3741062,1.0
3741662,0.95
3744631,1.0
375661,0.85
3757430,1.0
3762661,0.95
3764542,0.85
3766681,1.0
3767632,1.0
3768310,0.9
3774232,0.25
3775102,0.85
3777771,1.0
3786131,1.0
3793121,0.35
3794621,0.95
3795581,0.95
380000,1.0
3804721,0.95
3804820,1.0
3817291,1.0
3818890,0.95
3823162,0.6
3827450,0.9
3832200,0.95
3838900,1.0
3838901,1.0
3848531,1.0
3849090,1.0
3858370,1.0
3862950,1.0
3865640,1.0
3874421,1.0
3887610,1.0
3889972,1.0
3904230,1.0
390800,0.95
3914812,0.0
3920391,1.0
3923152,1.0
3925231,1.0
3925711,1.0
3926410,0.0
3929720,0.9
3936341,1.0
3937240,0.9
3938541,0.55
3942452,1.0
3942480,1.0
3944120,0.95
3946002,0.75
3949640,1.0
3951012,0.75
3960801,0.9
3967431,0.9
3971842,0.1
3975822,1.0
3975991,0.6
3984331,0.9
3985691,0.35
3997520,0.95
4000272,1.0
4000641,1.0
4002180,0.85
4003090,0.85
4008380,1.0
401002,1.0
4021912,0.95
4023861,1.0
4025410,0.9
4026890,1.0
4035471,0.5
4044281,1.0
404552,1.0
4047830,0.65
4048692,0.9
4058620,1.0
4060262,1.0
4073010,1.0
4085562,1.0
4095882,0.65
4097711,0.95
4106801,0.8
4112260,1.0
4125192,1.0
4127622,0.95
4128471,1.0
4129222,1.0
4138742,0.7
4142762,0.05
4150420,1.0
4151191,1.0
4152880,0.7
4154581,0.8
415881,1.0
417451,1.0
4182150,0.85
418540,0.9
4185752,0.9
4187221,0.65
4190692,0.9
4203632,0.25
4206880,0.0
4209261,0.55
421561,0.0
4217710,0.05
4221050,0.9
4223001,0.65
4230971,1.0
4233430,1.0
4233551,0.65
4237612,1.0
4243080,1.0
4243320,1.0
4246660,1.0
4247881,1.0
4254800,0.65
4260642,1.0
4264222,1.0
4269760,0.2
4271800,0.0
4272031,0.7
4286910,0.95
4289910,0.95
4295851,0.8
4300351,1.0
430160,0.9
4319720,1.0
4327422,0.25
4328650,1.0
4343772,1.0
4355791,1.0
4356811,1.0
4356862,1.0
4362141,0.8
4364000,1.0
4368090,0.1
4377362,0.65
4387621,0.0
4406750,1.0
4413820,0.9
4416461,0.3
4424570,0.7
4426721,1.0
4427231,1.0
4429880,0.65
4435090,0.15
44420,1.0
4445821,0.9
4446441,0.5
4448092,1.0
4450931,0.4
4452571,0.2
4454431,1.0
4455560,1.0
4456791,1.0
4460751,1.0
4462022,1.0
4465332,0.95
4466180,0.25
447041,0.8
4470410,0.8
4470951,0.95
4476072,0.95
4477950,1.0
4483681,1.0
4490660,1.0
4494220,1.0
4501102,1.0
4509401,0.6
4509652,1.0
4515800,0.55
4519872,0.65
4525120,0.15
4526520,0.95
4529220,0.45
4531371,1.0
4534720,1.0
4541581,1.0
4542251,1.0
4543722,1.0
454551,1.0
4552112,1.0
4553331,0.0
4554302,1.0
4556152,1.0
4556652,1.0
4561490,0.2
4564332,0.15
4566371,0.75
4576720,1.0
4582491,0.95
4587522,0.9
4588211,1.0
4591110,0.8
4596001,0.15
4598991,0.95
4608300,0.75
4610991,0.95
4611101,1.0
4611620,0.95
4614842,0.95
4617051,1.0
4618410,0.85
4620651,1.0
4620750,0.95
4624291,1.0
4636801,1.0
4641111,0.9
4641510,0.85
4646950,1.0
4653591,0.9
4658740,1.0
4663962,0.7
4667752,0.95
4675790,0.0
4677690,1.0
4684160,0.05
468520,0.0
4688940,0.4
4700680,0.9
4704260,1.0
4709951,1.0
471050,0.7
4714212,1.0
4717310,1.0
4720970,0.1
4726561,1.0
4732060,0.9
4733840,1.0
4734111,1.0
4736080,1.0
474071,0.95
4773351,0.0
4773431,1.0
4775552,1.0
4783361,0.7
4790381,1.0
479070,0.4
4793012,0.1
4793951,1.0
4801920,0.2
4805661,1.0
4809141,0.95
4811650,0.25
4812511,0.9
4818100,1.0
4818932,1.0
4820371,0.75
4830491,1.0
4848321,1.0
4863181,1.0
4865330,0.9
4868451,0.5
4879950,1.0
4886050,0.65
489350,1.0
4912440,0.95
4914670,0.2
491840,0.9
4918441,0.95
4923141,1.0
4923540,1.0
4924762,0.6
4926181,0.9
4934070,0.05
4934172,1.0
4935972,0.85
4940661,0.95
4945342,0.9
4945830,0.5
496431,1.0
4966570,1.0
4967990,1.0
4969260,0.6
4970012,1.0
4979721,0.85
4980151,0.65
4987210,0.25
4990280,1.0
4991912,1.0
4992042,0.95
5000692,1.0
5002121,0.9
5002240,0.9
5006340,0.45
5007401,1.0
5023241,1.0
5026791,1.0
5034210,1.0
5036742,0.4
5041871,1.0
504701,0.0
5051220,0.75
5052640,1.0
5055070,0.2
5056871,0.9
5061411,0.95
5066172,1.0
506671,0.65
5067850,0.0
5070671,1.0
5073890,1.0
5076741,1.0
5082812,1.0
5094191,0.85
5105941,1.0
5108832,0.2
5119770,0.95
5125691,1.0
512700,0.4
5135412,0.0
5138811,0.7
5141712,0.9
5142802,1.0
5154312,1.0
5161141,0.05
516201,0.3
516630,0.5
5168432,1.0
5176901,1.0
5179161,1.0
5184550,0.75
5188160,0.95
5195791,0.9
5199392,1.0
5201232,1.0
5203780,0.65
5207652,0.85
5210250,1.0
5212182,0.95
5213341,1.0
5214820,0.9
5217111,0.9
5217290,1.0
5219760,0.95
5223090,0.5
522501,0.1
5228980,0.75
5233061,1.0
5239952,0.85
5240691,0.8
5245220,1.0
5247880,0.85
5262900,0.95
5265980,1.0
5275972,0.8
5277852,1.0
5281172,0.9
5289152,1.0
5289371,0.75
5294652,0.85
5304171,0.8
530911,0.75
5312360,1.0
5315410,0.55
5319100,1.0
5322530,0.55
5325890,1.0
5338640,0.2
5342970,1.0
5346270,0.95
535310,1.0
5359940,0.65
5363222,0.2
5367070,0.05
5369692,0.0
5371601,0.0
5372460,1.0
5372482,0.2
5376490,0.9
5379962,0.9
538060,0.0
5383561,1.0
538640,0.8
5389850,1.0
5396532,0.05
540131,0.75
5408581,1.0
5408681,0.95
5415102,0.05
5421741,1.0
5423210,0.95
543041,1.0
5430601,0.95
5432360,0.8
5433321,1.0
5450820,0.9
5451071,0.9
5455262,0.45
5456110,0.25
5460370,1.0
5463432,0.95
5471650,0.0
54822,0.0
5483180,0.25
5485460,1.0
5494222,1.0
5501270,1.0
5505180,0.95
5510362,1.0
5514812,0.95
5522222,1.0
5522652,0.85
5523480,1.0
5536090,0.85
5558820,1.0
5560880,1.0
5565680,0.9
5572452,1.0
5575860,0.8
5577212,1.0
5585411,1.0
560321,1.0
5605712,0.45
5605811,0.9
5610691,1.0
5619570,0.65
5626481,0.1
5627211,0.9
5633702,0.95
5638980,0.75
5639350,0.35
563981,1.0
5644500,1.0
564522,1.0
5649901,0.95
5650182,0.95
5659660,0.95
5670792,0.95
567151,0.6
5690461,1.0
5695390,1.0
5695500,1.0
5703170,0.45
5714621,1.0
5716710,1.0
5717471,1.0
5718580,1.0
5725431,0.5
5727372,0.55
5730630,0.8
5737320,1.0
5742712,0.05
5750052,1.0
5753510,0.6
5755300,1.0
5756150,0.95
5760301,1.0
5760982,1.0
5765432,0.9
5766222,0.95
5770762,1.0
5780942,0.85
5782130,0.8
5783310,1.0
5783341,1.0
5786590,1.0
5789181,1.0
5792060,1.0
5794610,0.85
5798130,0.45
5798460,1.0
580460,1.0
5806092,1.0
5808511,0.1
5809710,0.8
582160,0.95
583060,0.9
591061,1.0
598162,0.7
604521,0.95
6051,0.0
610071,0.95
614630,1.0
630142,0.85
631852,0.95
648700,0.9
651361,1.0
655000,1.0
655092,0.6
656162,0.95
661240,1.0
663370,0.9
663661,1.0
665141,1.0
666962,0.7
667530,0.9
671992,1.0
679881,1.0
685700,0.95
686092,0.9
691171,1.0
693200,0.95
693442,0.75
699771,0.95
701560,1.0
701641,0.95
705662,0.7
707182,1.0
713711,0.0
718382,0.25
733390,0.8
737071,1.0
754500,0.85
758631,1.0
761501,1.0
761950,0.95
768771,0.55
768930,1.0
773750,1.0
785931,1.0
791911,0.45
796841,0.65
796842,0.8
798830,0.55
822202,0.9
829690,1.0
836691,1.0
842910,0.65
844881,0.95
852110,0.95
853221,1.0
865840,1.0
872051,0.95
872162,1.0
882720,0.95
883881,1.0
888351,0.35
892361,0.85
895151,0.45
898382,0.85
899550,1.0
900612,0.95
905690,0.7
908272,1.0
913970,0.4
91480,0.9
916421,0.85
917440,1.0
91951,1.0
92,1.0
922191,1.0
931830,0.45
933320,1.0
95171,1.0
95561,0.9
960641,0.05
960842,0.95
961321,1.0
967051,1.0
968091,0.7
980640,1.0
983610,0.7
989241,1.0
993360,1.0
