question_id,accuracy
29648000,1.0
297427003,0.1
297442001,1.0
29838044,0.95
299116000,0.95
299952001,0.9
301718008,0.9
301950016,0.25
302536003,1.0
303219036,0.95
303264000,0.6
303543002,0.0
303652000,1.0
303956000,0.05
304305004,0.95
304834002,0.9
304941002,0.95
305351007,0.75
306664005,0.95
306889000,0.0
306952000,0.7
306989000,0.35
30707000,1.0
307611006,0.6
309872001,0.95
310071001,0.85
310094003,0.75
312720019,0.0
31345001,1.0
313647008,0.1
313770005,1.0
315128005,1.0
316995003,0.9
317410001,1.0
318204010,1.0
318219001,0.0
318219015,1.0
319345000,0.9
319617002,0.95
319655004,0.0
31980018,0.75
31981002,0.6
321665001,0.05
322887009,0.25
322955003,0.8
323598026,0.15
324203001,0.0
325473003,1.0
325919003,0.7
326243005,1.0
326592000,0.95
326592001,0.95
327413002,0.15
327601001,1.0
328026002,0.35
328117001,0.0
328730004,0.9
328921002,1.0
329336003,1.0
329789001,1.0
330037006,0.95
330410001,1.0
331250014,0.2
331250016,0.05
331329002,0.6
331698002,0.75
332159000,1.0
332845002,0.15
333058002,1.0
3335000,0.95
333557006,1.0
333998029,1.0
334015018,1.0
334399000,0.0
334719000,0.25
334782002,1.0
336320004,0.35
336320005,0.8
336487010,1.0
336587033,0.65
336718009,0.95
337502001,0.85
337814011,0.9
338802011,0.9
340422002,0.15
341700002,1.0
3425003,1.0
343218000,0.3
343543001,1.0
344488006,0.65
345881000,0.85
345988001,0.15
346185001,0.95
346586001,1.0
346940000,0.7
347236004,0.95
347535000,1.0
347982003,0.85
348306000,0.0
348571002,0.0
3488003,0.9
349469000,1.0
349485002,0.6
34993005,0.0
350068001,0.0
350799001,0.25
350959002,0.1
351166002,0.95
352476002,0.8
352549002,1.0
352582010,0.15
352694002,1.0
352901000,0.3
353982003,0.0
354027003,0.9
355575009,0.65
356623002,0.15
357044001,0.85
357860002,1.0
358494001,0.0
358707003,0.45
358707011,1.0
359115000,0.85
361924000,1.0
362483002,1.0
364009000,1.0
364665002,0.5
365191000,0.9
365214000,1.0
365521001,0.85
365655003,0.7
367626006,0.75
367900000,0.3
368142000,0.85
368565002,0.25
368581003,1.0
370175002,0.25
370980002,0.4
371999002,0.0
372495002,1.0
373519002,0.15
373662004,0.9
373713021,0.15
373713036,0.25
375128000,0.55
376284000,0.95
37670009,0.6
37751002,0.85
378096001,0.95
378548002,0.8
379402045,0.0
379977007,1.0
380343005,0.85
380706016,1.0
380706018,0.6
380734000,0.75
381851001,0.85
382041014,1.0
38357014,1.0
383726001,0.05
384258018,0.05
384527000,0.2
384594000,1.0
384901002,0.65
385236001,0.7
385238002,1.0
385322002,1.0
385633009,0.0
386032001,0.85
386661001,0.9
387661004,0.65
389957007,0.4
390048003,1.0
390902007,0.95
391067001,0.95
39202000,0.9
393282010,0.75
393284014,0.45
394474002,1.0
396324003,1.0
396676000,0.05
396768002,0.85
397089000,1.0
397166004,0.95
397352000,1.0
397617002,0.95
397628003,0.8
397693005,0.9
39844009,1.0
398604011,0.9
39951002,1.0
399532001,0.2
399538002,1.0
399822002,0.0
400567001,0.3
400925003,0.95
402619001,0.0
402685011,0.05
402717001,1.0
402720001,0.9
402774000,1.0
403104002,1.0
404988000,0.9
405183025,1.0
405249001,0.9
405740011,0.8
406070001,0.0
40779000,0.95
408955003,0.8
409052002,1.0
409345000,0.25
409603007,0.7
409667002,0.85
409856002,1.0
410168002,0.9
410225020,0.55
410810002,0.75
411282008,0.05
411282009,0.1
411282022,0.9
411330001,0.05
411754000,0.25
411908002,0.7
412531014,0.25
413852000,0.1
415748001,0.95
415828001,0.9
416330009,1.0
416405001,0.9
417465001,1.0
419074048,0.95
419216002,1.0
419386001,1.0
420110022,1.0
42102002,0.8
42137002,1.0
421673002,0.95
422522005,0.8
422700021,0.35
423001002,0.35
423116004,0.9
423215002,0.7
423410016,1.0
423919002,1.0
424219002,1.0
424349002,0.75
424502001,0.9
42471005,0.1
424721000,0.1
424866004,1.0
425136002,1.0
425390000,1.0
42541000,0.5
42541001,1.0
425866001,0.3
426253000,0.9
426532002,1.0
4266005,0.0
427070020,0.0
42743004,0.15
428992001,1.0
429281004,1.0
429598006,0.35
429996004,1.0
431047000,0.7
431140001,0.9
431197004,0.75
431197016,0.25
432179000,0.65
432429001,0.95
433483014,1.0
434886000,1.0
435034003,0.85
435257001,0.6
435466007,1.0
437374008,0.65
43753004,0.4
437872003,1.0
438539001,0.95
438567003,0.85
438721001,1.0
438989006,0.9
439827002,0.8
440617002,0.9
442084000,1.0
44309002,0.65
443169000,0.4
443689006,1.0
443769002,0.6
444183002,1.0
444294000,0.7
445658002,0.2
446623001,0.9
447089000,0.4
447194000,0.45
448871001,1.0
449522005,0.8
450125003,0.8
450396004,1.0
45110002,0.0
451373021,0.05
452027000,0.85
452721007,0.05
453040008,1.0
453649000,0.2
453870000,0.8
454693000,1.0
454751001,1.0
455218003,0.8
455401001,0.55
455946001,1.0
456184004,0.55
456679002,1.0
456968002,0.45
457074003,0.1
45746014,1.0
457461000,0.9
458311000,0.25
458632002,0.35
459034009,1.0
45912002,1.0
462330000,0.05
462345000,0.85
462584002,0.65
463012000,1.0
463588004,0.95
464176002,0.0
464263001,0.6
464911007,0.0
465996000,0.55
465996007,0.95
466347005,0.0
46761003,1.0
467742002,0.65
468457004,0.9
468885007,0.4
469719003,0.4
470780007,0.15
471350002,0.7
47149005,0.85
471497002,0.1
471521001,0.3
47225006,0.75
472295012,0.3
472904001,0.9
473632005,0.45
474170007,0.75
474388001,1.0
475906000,1.0
476215001,0.8
476282002,1.0
47686004,0.2
47713000,0.15
477466003,0.85
477534002,0.15
477671000,0.95
477924000,0.65
477924006,1.0
478286000,0.9
478665003,1.0
478812015,1.0
478868007,0.8
48129003,0.75
482742000,0.85
482907002,0.55
484321000,0.0
485580001,1.0
485887002,1.0
486034001,0.65
48719001,0.1
488915041,0.0
489019002,1.0
490022013,0.0
490306002,0.95
490441003,0.75
491366000,0.95
491755025,0.0
492079008,0.3
49258002,0.0
492886003,1.0
494085002,0.0
495973001,1.0
496525018,0.75
496554009,0.35
499266002,0.95
49994000,0.75
500110001,0.85
501023001,0.6
501311004,0.95
50149002,0.95
501491007,0.1
50177003,0.95
502895002,0.95
50304000,1.0
503972001,0.5
504415009,1.0
504498003,0.95
504580003,0.95
504747006,0.35
504891025,0.95
505213000,1.0
506151002,0.0
506569002,1.0
507167000,0.0
507330014,0.75
50778021,1.0
507887002,0.85
509037004,0.95
509468002,0.8
509826084,0.8
51008002,0.85
51025001,0.05
510734000,1.0
511594000,0.55
511760010,1.0
512194000,0.6
512307002,0.95
514016003,0.25
516677009,0.0
51685000,0.95
517823000,0.0
518889002,0.0
519132003,0.9
521052001,0.95
521141009,0.5
522232000,0.95
524601001,0.75
524621005,1.0
524621023,1.0
52527006,0.75
525777002,0.9
525927001,0.25
526394002,0.9
526401004,0.7
526555003,0.0
526580026,0.95
526737004,0.85
529139000,0.1
529457000,1.0
52996000,0.95
531018001,0.55
531324004,0.65
531349003,1.0
531796002,0.95
532285005,0.95
53359008,0.95
534210001,0.9
534271001,1.0
536006000,0.9
536034002,0.9
536274000,1.0
536366001,1.0
536375001,0.7
536416004,0.35
536708002,0.95
536791000,0.9
536831002,0.65
537513004,0.9
537982000,0.4
538255001,0.8
539140006,0.9
539793001,0.65
540107000,1.0
541965004,0.85
54329007,1.0
543528003,0.45
543681003,1.0
544444002,1.0
545039003,0.35
54679002,0.9
547081001,0.05
54959000,0.0
549718004,1.0
550643001,1.0
55066000,1.0
550872004,0.0
551596003,1.0
551896001,0.0
551908003,1.0
551987003,1.0
552289007,0.95
553576001,0.3
553852005,0.95
553869001,0.7
555387000,1.0
55545002,0.9
555571002,0.5
555905005,0.4
556633001,0.0
557059002,0.7
557573001,0.5
557672002,1.0
557916010,0.05
557926002,0.9
558717013,0.45
558834014,0.95
559955004,1.0
560368010,0.95
560890002,0.0
561116006,0.0
561337001,0.95
561386004,0.05
561578001,0.3
562229003,0.55
562243049,0.6
562628006,0.8
562843002,0.0
563067007,0.6
56373012,1.0
56504003,0.95
565248000,0.95
565813003,0.3
565929007,0.7
568213001,0.6
568281007,1.0
568439000,0.15
568505002,0.5
568508006,0.9
569618000,1.0
569773002,0.8
569850009,0.85
570521017,1.0
570834004,0.6
571584037,0.0
572095001,0.35
572178009,0.0
572233002,1.0
572665001,0.1
573008003,0.25
573320025,1.0
573349002,0.0
573791001,0.05
575823002,1.0
576385001,1.0
576576002,0.1
577277001,0.3
577654001,0.3
578713001,0.95
578776006,0.0
579893002,1.0
58070000,1.0
580778003,0.55
580796001,0.05
581081000,1.0
581356004,0.9
581726004,0.95
58483003,1.0
58520000,1.0
589010,1.0
59325000,0.95
63848001,0.7
64264009,0.85
64779002,0.75
65271001,0.95
65430000,0.8
66413005,0.5
675000,0.65
67765006,0.95
68080001,1.0
68650000,1.0
68878003,0.85
69000001,1.0
69698002,0.25
70190009,0.95
70351002,0.8
70353000,0.85
70588004,0.45
70589001,0.7
7088002,1.0
70889001,0.8
70889002,1.0
71027001,1.0
711003,1.0
71145004,0.0
71699001,0.9
71933001,0.4
73045000,1.0
75560004,0.1
75888010,0.85
80304000,0.9
80429001,1.0
80666001,1.0
81505003,1.0
82554001,0.95
83161000,0.45
84533004,1.0
84762003,1.0
85089001,0.15
85195000,0.45
85814001,1.0
86336000,1.0
86471003,0.95
87429001,1.0
87956000,0.95
88092001,1.0
8844021,1.0
88507001,0.6
88784003,0.95
89880002,0.45
89898002,0.95
90155000,0.5
91612000,0.95
9170002,0.35
9172000,0.0
92050000,0.6
93175004,1.0
93360000,1.0
94422004,0.0
95843008,0.0
97230022,0.5
97892000,0.95
99081002,0.95
99177002,0.0
