question_id,grounding_grounding_sam,grounding_grounding_sam_processed,grounding_grounding_sam_mean,grounding_qwen_vl,grounding_qwen_vl_processed,grounding_qwen_vl_mean,grounding_llama32_11b,grounding_llama32_11b_processed,grounding_llama32_11b_mean,grounding_gemini,grounding_gemini_processed,grounding_gemini_mean
215712,"[0.41733086109161377, 0.5751108527183533, 0.30673468112945557, 0.4186375141143799, 0.4372827410697937, 0.4372827410697937, 0.4186375141143799, 0.4486074149608612, 0.4186375141143799, 0.41733086109161377, 0.4186375141143799, 0.41733086109161377, 0.41733086109161377, 0.4373428225517273, 0.30673468112945557, 0.42262378334999084, 0.30673468112945557, 0.4486074149608612, 0.4486074149608612, 0.30673468112945557]","[0.41733086109161377, 0.5751108527183533, 0.30673468112945557, 0.4186375141143799, 0.4372827410697937, 0.4372827410697937, 0.4186375141143799, 0.4486074149608612, 0.4186375141143799, 0.41733086109161377, 0.4186375141143799, 0.41733086109161377, 0.41733086109161377, 0.4373428225517273, 0.30673468112945557, 0.42262378334999084, 0.30673468112945557, 0.4486074149608612, 0.4486074149608612, 0.30673468112945557]",0.411313870549202,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>']","['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.45,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0
223671,"[0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8608377575874329, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8608377575874329, 0.8504685759544373, 0.8504685759544373, 0.8292155861854553, 0.8504685759544373, 0.8325091600418091, 0.8504685759544373, 0.8504685759544373]","[0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8608377575874329, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8504685759544373, 0.8608377575874329, 0.8504685759544373, 0.8504685759544373, 0.8292155861854553, 0.8504685759544373, 0.8325091600418091, 0.8504685759544373, 0.8504685759544373]",0.8495448738336563,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0
237431,"[0.7723590135574341, 0.6182043552398682, 0.5145832896232605, 0.5925487279891968, 0.6590760350227356, 0.786786675453186, 0.5311181545257568, 0.30280324816703796, 0.30280324816703796, 0.802555501461029, 0.6171088814735413, 0.708010733127594, 0.7730450630187988, 0.8158201575279236, 0.786786675453186, 0.7749242186546326, 0.5208771228790283, 0.520663857460022, 0.8281063437461853, 0.30280324816703796]","[0.7723590135574341, 0.6182043552398682, 0.5145832896232605, 0.5925487279891968, 0.6590760350227356, 0.786786675453186, 0.5311181545257568, 0.30280324816703796, 0.30280324816703796, 0.802555501461029, 0.6171088814735413, 0.708010733127594, 0.7730450630187988, 0.8158201575279236, 0.786786675453186, 0.7749242186546326, 0.5208771228790283, 0.520663857460022, 0.8281063437461853, 0.30280324816703796]",0.6265492275357246,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['No.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['no', 'no', 'yes', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes']",0.45,"['No', 'Yes', 'Yes', 'No', 'No', 'No', 'No', 'Yes', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No', 'Yes', 'No', 'No', 'Yes']","['no', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes']",0.35
240811,"[0.8327813148498535, 0.5077852010726929, 0.8700461983680725, 0.48569875955581665, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535, 0.8700461983680725, 0.8327813148498535, 0.8700461983680725, 0.8327813148498535, 0.5077852010726929, 0.8327813148498535, 0.8700461983680725, 0.8700461983680725, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535]","[0.8327813148498535, 0.5077852010726929, 0.8700461983680725, 0.48569875955581665, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535, 0.8700461983680725, 0.8327813148498535, 0.8700461983680725, 0.8327813148498535, 0.5077852010726929, 0.8327813148498535, 0.8700461983680725, 0.8700461983680725, 0.8327813148498535, 0.8327813148498535, 0.8327813148498535]",0.7922437965869904,"['No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0
248770,"[0.4268590807914734, 0.4046250879764557, 0.4046250879764557, 0.4046250879764557, 0.4348212480545044, 0.3258422613143921, 0.4046250879764557, 0.4348212480545044, 0.4268590807914734, 0.4348212480545044, 0.4046250879764557, 0.4268590807914734, 0.4046250879764557, 0.4046250879764557, 0.4348212480545044, 0.4326026439666748, 0.4046250879764557, 0.4268590807914734, 0.4348212480545044, 0.4268590807914734]","[0.4268590807914734, 0.4046250879764557, 0.4046250879764557, 0.4046250879764557, 0.4348212480545044, 0.3258422613143921, 0.4046250879764557, 0.4348212480545044, 0.4268590807914734, 0.4348212480545044, 0.4046250879764557, 0.4268590807914734, 0.4046250879764557, 0.4046250879764557, 0.4348212480545044, 0.4326026439666748, 0.4046250879764557, 0.4268590807914734, 0.4348212480545044, 0.4268590807914734]",0.4151923626661301,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0
252730,"[0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5477967262268066, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5477967262268066, 0.5490059852600098, 0.5623567700386047, 0.5490059852600098, 0.5490059852600098]","[0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5477967262268066, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5490059852600098, 0.5477967262268066, 0.5490059852600098, 0.5623567700386047, 0.5490059852600098, 0.5490059852600098]",0.5495525985956192,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0
253850,"[0.5529018640518188, 0.5475850105285645, 0.5377393364906311, 0.5475850105285645, 0.5801141858100891, 0.5475850105285645, 0.40927982330322266, 0.5377393364906311, 0.40927982330322266, 0.6683393120765686, 0.5475850105285645, 0.4189346432685852, 0.6736212372779846, 0.5529018640518188, 0.6683393120765686, 0.5892437100410461, 0.6683393120765686, 0.5529018640518188, 0.5475850105285645, 0.40927982330322266]","[0.5529018640518188, 0.5475850105285645, 0.5377393364906311, 0.5475850105285645, 0.5801141858100891, 0.5475850105285645, 0.40927982330322266, 0.5377393364906311, 0.40927982330322266, 0.6683393120765686, 0.5475850105285645, 0.4189346432685852, 0.6736212372779846, 0.5529018640518188, 0.6683393120765686, 0.5892437100410461, 0.6683393120765686, 0.5529018640518188, 0.5475850105285645, 0.40927982330322266]",0.548344025015831,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",0.15,"['No.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",0.45,"['No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'Yes']","['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes']",0.75
257232,"[0.8014700412750244, 0.8014700412750244, 0.7168136835098267, 0.8014700412750244, 0.8014700412750244, 0.8014700412750244, 0.7521946430206299, 0.7168136835098267, 0.7521946430206299, 0.8014700412750244, 0.8014700412750244, 0.7521946430206299, 0.8014700412750244, 0.7521946430206299, 0.8014700412750244, 0.8014700412750244, 0.7168136835098267, 0.8014700412750244, 0.7521946430206299, 0.8014700412750244]","[0.8014700412750244, 0.8014700412750244, 0.7168136835098267, 0.8014700412750244, 0.8014700412750244, 0.8014700412750244, 0.7521946430206299, 0.7168136835098267, 0.7521946430206299, 0.8014700412750244, 0.8014700412750244, 0.7521946430206299, 0.8014700412750244, 0.7521946430206299, 0.8014700412750244, 0.8014700412750244, 0.7168136835098267, 0.8014700412750244, 0.7521946430206299, 0.8014700412750244]",0.7764527380466462,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0
257650,"[0.7243831157684326, 0.7052778005599976, 0.7243831157684326, 0.5973730087280273, 0.892375111579895, 0.5973730087280273, 0.7243831157684326, 0.7243831157684326, 0.892375111579895, 0.7243831157684326, 0.7243831157684326, 0.7243831157684326, 0.5508188009262085, 0.7252596020698547, 0.5973730087280273, 0.7243831157684326, 0.7052778005599976, 0.7243831157684326, 0.7243831157684326, 0.7243831157684326]","[0.7243831157684326, 0.7052778005599976, 0.7243831157684326, 0.5973730087280273, 0.892375111579895, 0.5973730087280273, 0.7243831157684326, 0.7243831157684326, 0.892375111579895, 0.7243831157684326, 0.7243831157684326, 0.7243831157684326, 0.5508188009262085, 0.7252596020698547, 0.5973730087280273, 0.7243831157684326, 0.7052778005599976, 0.7243831157684326, 0.7243831157684326, 0.7243831157684326]",0.7115858763456344,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.05,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,"['Yes\n', 'Yes\n', 'Yes\n', 'Yes\n', 'Yes', 'Yes\n', 'Yes\n', 'Yes\n', 'Yes', 'Yes\n', 'Yes\n', 'Yes\n', 'No', 'Yes', 'Yes\n', 'Yes\n', 'Yes', 'Yes\n', 'Yes\n', 'Yes\n']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",0.95
258472,"[0.5787457823753357, 0.6314806342124939, 0.6314806342124939, 0.6314806342124939, 0.6314806342124939, 0.5787457823753357, 0.5787457823753357, 0.5787457823753357, 0.6627964973449707, 0.6314806342124939, 0.5787457823753357, 0.6314806342124939, 0.5787457823753357, 0.6314806342124939, 0.6578682065010071, 0.5787457823753357, 0.6314806342124939, 0.5787457823753357, 0.5787457823753357, 0.6314806342124939]","[0.5787457823753357, 0.6314806342124939, 0.6314806342124939, 0.6314806342124939, 0.6314806342124939, 0.5787457823753357, 0.5787457823753357, 0.5787457823753357, 0.6627964973449707, 0.6314806342124939, 0.5787457823753357, 0.6314806342124939, 0.5787457823753357, 0.6314806342124939, 0.6578682065010071, 0.5787457823753357, 0.6314806342124939, 0.5787457823753357, 0.5787457823753357, 0.6314806342124939]",0.6106351226568222,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0
